# ID      zz        CTIO_U   eCTIO_U   VIMOS_U   eVIMOS_U   ACS_F435W   eACS_F435W   ACS_F606W   eACS_F606W   ACS_F775W   eACS_F775W   ACS_F814W   eACS_F814W   ACS_F850LP   eACS_F850LP   WFC3_F098M   eWFC3_F098M   WFC3_F105W   eWFC3_F105W   WFC3_F125W   eWFC3_F125W   WFC3_F160W   eWFC3_F160W   ISAAC_KS   eISAAC_KS   HAWKI_KS   eHAWKI_KS   IRAC_CH1   eIRAC_CH1   IRAC_CH2   eIRAC_CH2   IRAC_CH3   eIRAC_CH3   IRAC_CH4   eIRAC_CH4   flg1   flg2  
  20663   1.071     24.904   0.054     24.884    0.026      24.754      0.064        24.617      0.034        24.203      0.05         24.057      0.039        23.845       0.036         23.716       0.035         98.993       -99.0         23.623       0.018         23.584       0.022         23.504     0.083       23.467     0.029       23.29      0.085       23.653     0.079       24.092     0.532       24.353     0.718       0      0.0   
  20860   1.058     25.414   0.073     25.362    0.032      25.217      0.084        25.167      0.054        24.685      0.064        24.595      0.045        24.188       0.053         24.219       0.04          98.993       -99.0         24.032       0.021         23.943       0.024         23.817     0.085       98.997     -99.0       23.694     0.052       24.092     0.05        23.987     0.417       24.8       0.94        0      0.0   
  21038   1.073     25.158   0.06      25.036    0.025      98.971      -99.0        24.185      0.04         23.3        0.027        23.091      0.021        22.632       0.034         98.992       -99.0         98.993       -99.0         22.059       0.01          21.752       0.009         21.204     0.013       21.234     0.009       20.668     0.007       20.877     0.008       21.267     0.054       21.286     0.064       0      0.02  
  21174   1.02587   25.845   0.103     25.684    0.032      25.897      0.118        25.246      0.043        24.483      0.046        24.303      0.035        24.005       0.037         23.898       0.029         98.993       -99.0         23.566       0.013         23.373       0.013         98.997     -99.0       98.997     -99.0       22.58      0.019       22.889     0.019       23.213     0.245       23.35      0.293       0      0.01  
  21201   1.016     25.927   0.116     26.172    0.054      26.169      0.144        25.661      0.058        24.967      0.04         24.774      0.056        24.557       0.049         24.37        0.059         24.299       0.021         24.096       0.015         23.913       0.015         23.702     0.092       23.678     0.025       23.396     0.076       23.781     0.073       23.904     0.37        24.475     0.671       0      0.0   
  21226   1.008     25.875   0.108     25.605    0.035      25.589      0.088        25.069      0.032        24.356      0.037        24.212      0.027        23.897       0.026         23.847       0.026         98.993       -99.0         23.502       0.011         23.362       0.012         22.907     0.04        23.216     0.029       22.687     0.042       22.966     0.038       23.124     0.195       23.567     0.313       0      0.01  
  21315   1.061     25.014   0.05      25.064    0.022      24.912      0.06         24.807      0.032        24.386      0.046        24.37       0.038        24.072       0.041         23.991       0.032         98.993       -99.0         23.938       0.018         23.922       0.022         98.997     -99.0       98.997     -99.0       23.742     0.061       24.116     0.064       23.631     0.381       99.0       -99.0       0      0.0   
  21329   1.08652   25.787   0.123     25.801    0.041      25.82       0.098        25.154      0.045        24.444      0.047        24.204      0.057        23.806       0.031         23.676       0.029         98.993       -99.0         23.283       0.013         23.016       0.012         22.68      0.124       98.997     -99.0       21.753     0.013       21.884     0.01        22.222     0.097       22.007     0.086       0      0.0   
  21379   1.0832    22.941   0.008     22.863    0.007      22.853      0.02         22.829      0.009        22.56       0.017        22.511      0.011        22.362       0.016         98.992       -99.0         98.993       -99.0         22.248       0.011         22.307       0.013         98.997     -99.0       98.997     -99.0       21.752     0.017       22.077     0.017       22.569     0.31        22.581     0.312       0      0.03  
  21708   1.023     26.841   0.361     26.43     0.098      25.66       0.19         24.568      0.047        23.44       0.033        23.198      0.024        22.657       0.022         22.545       0.015         98.993       -99.0         22.001       0.006         21.639       0.005         21.171     0.017       98.997     -99.0       20.468     0.003       20.716     0.003       21.112     0.037       21.304     0.047       0      0.02  
  21772   1.023     98.967   -99.0     29.144    0.786      26.8        0.363        24.757      0.036        23.241      0.02         22.92       0.014        22.266       0.014         22.029       0.007         98.993       -99.0         21.479       0.002         21.111       0.002         20.798     0.01        98.997     -99.0       20.267     0.004       20.575     0.004       20.997     0.042       21.511     0.076       0      0.03  
  21894   1.023     28.245   0.86      29.437    0.76       27.478      0.794        25.504      0.089        24.149      0.059        23.797      0.03         23.221       0.029         22.96        0.022         98.993       -99.0         22.423       0.009         22.042       0.008         21.739     0.038       98.997     -99.0       21.184     0.01        21.511     0.01        21.998     0.067       22.561     0.119       0      0.02  
  21926   1.02      27.003   0.484     27.23     0.203      25.69       0.305        24.262      0.051        22.589      0.023        22.295      0.015        21.65        0.013         21.481       0.008         98.993       -99.0         20.887       0.003         20.525       0.003         20.142     0.008       98.997     -99.0       19.741     0.002       20.08      0.002       20.419     0.024       20.776     0.036       0      0.03  
  21963   1.04419   24.95    0.047     24.967    0.021      24.959      0.061        24.673      0.027        24.054      0.032        23.9        0.033        23.641       0.027         23.625       0.019         98.993       -99.0         23.405       0.01          23.273       0.011         23.068     0.079       23.007     0.033       22.587     0.036       22.927     0.034       23.161     0.195       23.642     0.323       0      0.0   
  21971   1.088     27.018   0.331     26.794    0.082      25.893      0.177        25.628      0.084        24.952      0.103        24.874      0.094        24.455       0.067         24.192       0.054         98.993       -99.0         24.077       0.031         23.951       0.034         24.062     0.241       98.997     -99.0       23.414     0.06        23.591     0.05        99.0       -99.0       24.492     0.797       0      0.0   
  22002   1.022     27.697   0.996     27.011    0.187      25.524      0.262        23.713      0.032        22.152      0.016        21.806      0.011        21.144       0.009         20.859       0.005         98.993       -99.0         20.329       0.002         19.946       0.002         19.578     0.004       98.997     -99.0       19.046     0.001       19.376     0.001       19.79      0.012       20.206     0.02        0      0.03  
  22059   1.02993   26.829   0.292     26.745    0.095      26.689      0.346        25.081      0.053        23.784      0.039        23.436      0.021        22.956       0.022         22.762       0.016         98.993       -99.0         22.052       0.005         21.636       0.005         20.989     0.017       98.997     -99.0       20.262     0.005       20.524     0.004       20.83      0.026       20.998     0.032       0      0.03  
  22173   1.037     22.624   0.005     22.805    0.006      98.971      -99.0        22.383      0.007        22.244      0.013        22.212      0.013        22.056       0.013         21.843       0.01          98.993       -99.0         21.545       0.004         21.406       0.004         21.085     0.007       98.997     -99.0       20.31      0.003       20.24      0.002       20.034     0.016       19.851     0.015       0      0.17  
  22279   1.09175   25.894   0.137     25.835    0.05       25.391      0.093        24.501      0.033        23.438      0.026        23.154      0.033        22.638       0.015         22.484       0.014         98.993       -99.0         22.005       0.006         21.704       0.005         21.248     0.025       98.997     -99.0       20.681     0.007       20.902     0.007       21.355     0.045       21.583     0.059       0      0.02  
  22312   1.024     24.79    0.059     24.793    0.021      24.704      0.084        24.692      0.042        24.291      0.062        98.989      -99.0        23.886       0.051         23.911       0.037         98.993       -99.0         23.876       0.023         23.856       0.029         25.066     0.688       24.08      0.253       23.958     0.223       23.971     0.15        99.0       -99.0       25.029     1.785       0      0.03  
  22343   1.017     25.075   0.055     25.064    0.026      25.087      0.081        24.518      0.032        23.686      0.033        23.507      0.023        23.097       0.027         23.02        0.014         98.993       -99.0         22.609       0.006         22.376       0.006         22.045     0.02        98.997     -99.0       21.487     0.009       21.814     0.008       22.316     0.106       22.387     0.124       0      0.02  
  22371   1.098     24.189   0.031     24.226    0.017      23.886      0.037        23.022      0.012        22.192      0.012        21.999      0.016        21.564       0.009         21.441       0.007         98.993       -99.0         20.946       0.003         20.648       0.003         20.038     0.009       98.997     -99.0       19.437     0.003       19.621     0.002       19.928     0.014       19.941     0.014       0      0.03  
  22385   1.036     24.169   0.026     24.209    0.015      24.15       0.041        23.592      0.016        22.758      0.018        22.628      0.021        22.25        0.014         22.178       0.012         98.993       -99.0         21.878       0.005         21.705       0.006         21.302     0.025       98.997     -99.0       20.817     0.008       21.09      0.007       21.361     0.04        21.461     0.047       0      0.03  
  22456   1.0179    24.888   0.054     24.891    0.026      24.794      0.078        24.137      0.03         23.214      0.028        23.059      0.02         22.707       0.024         22.593       0.017         98.993       -99.0         21.996       0.006         21.693       0.006         21.045     0.013       98.997     -99.0       20.457     0.003       20.687     0.003       20.818     0.028       20.785     0.029       0      0.02  
  22632   1.03399   25.539   0.089     25.392    0.03       25.256      0.078        24.998      0.035        24.436      0.047        24.334      0.044        24.029       0.039         24.017       0.035         98.993       -99.0         23.894       0.017         23.85        0.02          24.021     0.2         23.92      0.091       23.54      0.126       23.934     0.128       24.162     0.651       23.949     0.565       0      0.0   
  22697   1.002     26.377   0.188     26.402    0.074      26.174      0.149        25.785      0.071        25.021      0.075        24.872      0.054        24.552       0.065         24.385       0.045         98.993       -99.0         24.164       0.022         23.979       0.023         23.809     0.127       98.997     -99.0       23.395     0.051       23.825     0.048       23.941     0.463       24.19      0.623       0      0.0   
  22727   1.008     25.5     0.078     25.348    0.028      25.164      0.073        25.096      0.038        24.532      0.049        24.304      0.044        24.047       0.04          24.081       0.036         98.993       -99.0         23.95        0.018         23.977       0.022         23.819     0.171       24.098     0.131       23.584     0.092       23.79      0.08        24.252     0.561       25.744     2.374       0      0.0   
  22795   1.035     98.967   -99.0     29.798    1.395      28.662      1.104        26.955      0.188        25.447      0.096        25.153      0.075        24.464       0.052         24.252       0.042         98.993       -99.0         23.646       0.016         23.238       0.013         22.608     0.043       98.997     -99.0       21.924     0.013       22.185     0.01        22.538     0.13        22.569     0.145       0      0.0   
  22804   1.02081   24.785   0.039     24.698    0.018      24.642      0.047        24.431      0.024        23.904      0.031        23.783      0.021        23.505       0.03          23.471       0.016         98.993       -99.0         23.282       0.008         23.234       0.009         23.134     0.064       98.997     -99.0       22.745     0.025       23.094     0.021       23.554     0.304       24.062     0.52        0      0.01  
  22833   1.019     25.433   0.075     25.434    0.03       25.396      0.101        24.752      0.034        23.946      0.037        23.817      0.035        23.454       0.029         23.413       0.025         98.993       -99.0         23.104       0.01          22.923       0.011         22.787     0.068       22.897     0.044       22.286     0.03        22.621     0.029       22.692     0.14        23.092     0.216       0      0.0   
  22834   1.02284   25.564   0.105     25.563    0.042      24.905      0.107        23.844      0.029        22.669      0.021        22.522      0.015        22.085       0.017         21.984       0.01          98.993       -99.0         21.462       0.004         21.165       0.004         20.806     0.012       98.997     -99.0       20.321     0.003       20.632     0.003       21.039     0.035       21.107     0.04        0      0.0   
  22847   1.044     26.139   0.149     27.192    0.124      98.971      -99.0        25.404      0.111        23.909      0.217        98.989      -99.0        23.086       0.052         22.832       0.021         98.993       -99.0         22.322       0.008         21.98        0.007         98.997     -99.0       98.997     -99.0       21.29      0.013       21.575     0.014       21.872     0.083       22.308     0.138       0      0.03  
  22857   1.062     24.188   0.027     24.215    0.015      24.201      0.049        23.782      0.019        23.172      0.022        23.063      0.027        22.644       0.019         22.586       0.012         98.993       -99.0         22.26        0.006         22.089       0.006         21.783     0.025       98.997     -99.0       21.355     0.007       21.592     0.005       21.985     0.074       21.87      0.071       0      0.02  
  22919   1.018     29.993   3.385     28.44     0.241      28.05       1.357        25.207      0.072        23.533      0.034        23.262      0.026        22.636       0.021         22.4         0.013         98.993       -99.0         21.81        0.005         21.412       0.004         20.725     0.015       98.997     -99.0       20.396     0.003       20.648     0.002       21.029     0.026       21.436     0.041       0      0.03  
  23053   1.0401    23.278   0.014     23.302    0.01       23.162      0.019        22.853      0.011        22.256      0.012        22.141      0.014        21.833       0.011         21.775       0.009         98.993       -99.0         21.588       0.005         21.524       0.005         21.272     0.035       98.997     -99.0       20.986     0.009       21.296     0.008       21.521     0.05        21.758     0.067       0      0.0   
  23086   1.019     25.322   0.063     25.226    0.026      98.971      -99.0        24.865      0.051        24.308      0.121        98.989      -99.0        24.062       0.086         23.884       0.026         98.993       -99.0         23.756       0.014         23.743       0.017         98.997     -99.0       98.997     -99.0       22.827     0.045       23.113     0.046       23.39      0.255       23.815     0.422       0      0.04  
  23156   1.01879   24.892   0.051     24.852    0.023      24.693      0.056        24.454      0.029        23.855      0.032        23.686      0.029        23.486       0.031         23.426       0.02          98.993       -99.0         23.29        0.011         23.287       0.013         23.28      0.13        98.997     -99.0       22.906     0.061       23.216     0.055       23.267     0.272       24.952     1.393       0      0.0   
  23250   1.049     27.089   0.328     27.287    0.128      98.971      -99.0        26.159      0.17         98.988      -99.0        98.989      -99.0        24.693       0.166         24.293       0.047         98.993       -99.0         23.869       0.02          23.563       0.019         98.997     -99.0       98.997     -99.0       22.371     0.031       22.68      0.035       23.239     0.262       23.181     0.267       0      0.01  
  23316   1.095     26.876   0.274     26.526    0.076      26.463      0.185        25.697      0.064        24.643      0.047        24.417      0.059        23.754       0.029         23.552       0.022         98.993       -99.0         23.097       0.009         22.791       0.008         22.374     0.049       98.997     -99.0       21.797     0.018       22.034     0.015       22.215     0.084       22.58      0.125       0      0.03  
  23351   1.02182   26.009   0.139     25.867    0.043      25.695      0.126        25.133      0.051        24.416      0.055        24.142      0.046        23.877       0.043         23.608       0.022         98.993       -99.0         23.285       0.01          23.109       0.011         23.147     0.076       98.997     -99.0       23.073     0.041       23.595     0.042       23.358     0.305       23.052     0.252       0      0.0   
  23441   1.0404    25.953   0.124     26.145    0.06       25.833      0.114        24.999      0.041        23.911      0.031        23.728      0.033        23.262       0.023         23.085       0.017         98.993       -99.0         22.506       0.006         22.25        0.006         21.659     0.027       98.997     -99.0       21.056     0.01        21.323     0.008       21.55      0.049       21.421     0.046       0      0.02  
  23451   1.02081   24.688   0.038     24.881    0.022      24.762      0.054        24.5        0.027        23.924      0.031        23.792      0.03         23.617       0.031         23.469       0.019         98.993       -99.0         23.284       0.01          23.237       0.011         22.928     0.087       98.997     -99.0       22.692     0.04        22.927     0.033       23.119     0.197       23.133     0.217       0      0.0   
  23491   1.02385   27.465   0.471     27.594    0.164      26.594      0.343        25.836      0.122        24.631      0.082        24.473      0.072        24.007       0.058         23.9         0.045         98.993       -99.0         23.302       0.017         23.024       0.017         22.729     0.086       98.997     -99.0       22.532     0.038       22.785     0.032       23.1       0.237       23.59      0.386       0      0.0   
  23570   1.09803   24.879   0.054     24.784    0.022      24.855      0.068        24.591      0.025        24.037      0.037        98.989      -99.0        23.718       0.034         23.589       0.024         98.993       -99.0         23.444       0.012         23.333       0.013         98.997     -99.0       23.187     0.072       22.597     0.062       22.802     0.058       22.997     0.261       23.661     0.537       0      0.01  
  23579   1.008     27.669   0.798     27.86     0.313      26.205      0.282        25.317      0.089        24.114      0.06         23.822      0.047        23.203       0.034         23.019       0.025         98.993       -99.0         22.423       0.009         22.055       0.008         21.544     0.027       98.997     -99.0       21.149     0.01        21.491     0.009       21.967     0.08        22.378     0.124       0      0.22  
  23685   1.024     23.809   0.017     23.762    0.011      23.832      0.034        23.583      0.017        23.109      0.027        23.02       0.017        22.762       0.023         22.679       0.026         98.993       -99.0         22.643       0.015         22.558       0.016         22.583     0.059       98.997     -99.0       22.227     0.017       22.611     0.018       22.407     0.171       23.38      0.416       0      0.0   
  23720   1.02      25.667   0.099     25.598    0.037      25.425      0.063        25.131      0.033        24.583      0.039        24.455      0.09         24.106       0.031         24.09        0.036         98.993       -99.0         23.932       0.02          23.854       0.023         23.618     0.142       98.997     -99.0       23.297     0.099       23.675     0.094       24.215     0.659       99.0       -99.0       0      0.0   
  23761   1.093     26.925   0.32      27.083    0.116      26.648      0.284        25.522      0.063        24.211      0.042        23.851      0.034        23.249       0.023         22.985       0.017         98.993       -99.0         22.381       0.006         22.0         0.005         21.322     0.01        98.997     -99.0       20.692     0.004       20.847     0.003       21.341     0.046       21.508     0.056       0      0.03  
  23795   1.019     25.848   0.152     25.837    0.055      25.504      0.178        24.429      0.048        23.268      0.034        22.876      0.023        22.467       0.022         22.151       0.011         98.993       -99.0         21.653       0.004         21.359       0.004         21.09      0.014       98.997     -99.0       20.621     0.004       20.923     0.004       21.405     0.053       22.003     0.098       0      0.03  
  23817   1.01879   24.347   0.027     24.323    0.016      24.284      0.046        24.067      0.022        23.614      0.028        23.584      0.032        23.381       0.03          23.254       0.019         98.993       -99.0         23.266       0.011         23.323       0.014         23.285     0.065       98.997     -99.0       22.949     0.026       23.381     0.027       23.126     0.189       23.785     0.369       0      0.0   
  23844   1.064     24.144   0.023     24.082    0.013      98.971      -99.0        23.848      0.031        98.988      -99.0        98.989      -99.0        22.952       0.054         22.935       0.018         98.993       -99.0         22.756       0.009         22.707       0.011         22.642     0.066       98.997     -99.0       22.085     0.023       22.381     0.022       22.814     0.171       23.588     0.363       0      0.0   
  23851   1.0493    25.103   0.053     25.05     0.025      25.028      0.062        24.891      0.032        24.473      0.044        24.4        0.044        24.147       0.043         24.155       0.035         98.993       -99.0         23.996       0.019         23.948       0.023         24.088     0.247       98.997     -99.0       23.512     0.083       23.716     0.071       24.689     0.786       24.639     0.81        0      0.0   
  23855   1.018     25.698   0.097     25.716    0.04       25.607      0.087        24.886      0.034        24.024      0.032        23.891      0.03         23.546       0.028         23.455       0.024         98.993       -99.0         22.877       0.009         22.675       0.009         22.103     0.027       98.997     -99.0       21.441     0.008       21.669     0.006       21.873     0.07        21.768     0.068       0      0.02  
  23882   1.07      27.03    0.339     26.676    0.084      26.625      0.266        26.188      0.121        25.08       0.092        25.068      0.094        24.566       0.068         24.31        0.049         98.993       -99.0         23.922       0.022         23.647       0.022         23.318     0.143       98.997     -99.0       22.769     0.03        22.973     0.024       23.373     0.237       23.44      0.266       0      0.0   
  23903   1.097     24.613   0.034     24.555    0.016      24.5        0.045        24.472      0.021        24.13       0.034        98.989      -99.0        23.887       0.033         23.762       0.025         98.993       -99.0         23.744       0.014         23.694       0.017         23.706     0.089       98.997     -99.0       23.211     0.063       23.411     0.054       24.265     0.594       23.741     0.378       0      0.0   
  23927   1.0401    25.304   0.07      25.111    0.027      25.235      0.105        24.401      0.032        23.348      0.03         98.989      -99.0        22.711       0.021         22.663       0.016         98.993       -99.0         22.204       0.006         21.936       0.005         98.997     -99.0       21.494     0.011       20.967     0.009       21.249     0.009       21.633     0.056       21.742     0.069       0      0.0   
  23941   1.031     24.422   0.034     24.433    0.017      24.368      0.031        24.226      0.02         23.739      0.025        23.683      0.025        23.387       0.024         23.372       0.021         98.993       -99.0         23.326       0.013         23.284       0.015         23.268     0.081       98.997     -99.0       22.973     0.046       23.212     0.036       23.182     0.308       23.449     0.437       0      0.0   
  24066   1.019     24.337   0.035     24.308    0.016      98.971      -99.0        24.312      0.043        98.988      -99.0        98.989      -99.0        23.748       0.098         23.607       0.027         98.993       -99.0         23.768       0.019         23.924       0.027         23.549     0.177       98.997     -99.0       23.829     0.22        23.975     0.173       24.009     0.763       99.0       -99.0       0      0.0   
  24130   1.04      25.32    0.091     25.677    0.053      25.275      0.109        23.914      0.021        22.709      0.016        22.416      0.015        21.899       0.011         21.647       0.011         98.993       -99.0         21.161       0.004         20.852       0.004         20.335     0.006       98.997     -99.0       19.983     0.004       20.228     0.004       20.62      0.026       20.969     0.035       0      0.03  
  24144   1.064     25.314   0.072     25.225    0.027      25.238      0.088        24.93       0.049        24.358      0.072        98.989      -99.0        23.896       0.055         23.837       0.048         98.993       -99.0         23.626       0.025         23.51        0.028         23.418     0.09        98.997     -99.0       23.22      0.074       23.395     0.063       23.559     0.384       24.026     0.588       0      0.0   
  24185   1.023     23.737   0.022     23.737    0.013      23.664      0.032        23.216      0.014        22.552      0.015        22.36       0.019        22.006       0.012         21.91        0.01          98.993       -99.0         21.54        0.004         21.37        0.004         21.033     0.016       98.997     -99.0       20.641     0.007       20.938     0.006       21.283     0.042       21.319     0.045       0      0.03  
  24257   1.044     24.276   0.028     24.22     0.014      24.125      0.049        23.942      0.021        23.401      0.03         23.287      0.03         22.959       0.023         22.895       0.015         98.993       -99.0         22.713       0.008         22.649       0.008         22.4       0.031       98.997     -99.0       22.065     0.023       22.429     0.022       22.626     0.128       22.871     0.167       0      0.0   
  24313   1.045     24.109   0.026     24.065    0.015      23.917      0.039        23.407      0.015        22.643      0.016        22.521      0.017        22.143       0.013         22.039       0.015         98.993       -99.0         21.797       0.008         21.693       0.008         21.51      0.022       98.997     -99.0       21.569     0.015       22.094     0.017       23.378     0.284       99.0       -99.0       0      0.02  
  24316   1.052     23.818   0.024     23.805    0.013      23.565      0.034        23.14       0.013        22.468      0.016        22.248      0.015        21.917       0.012         21.836       0.017         98.993       -99.0         21.474       0.008         21.292       0.007         21.051     0.021       98.997     -99.0       20.623     0.007       20.916     0.007       21.212     0.046       21.38      0.054       0      0.0   
  24336   1.008     26.771   0.275     26.81     0.097      26.407      0.193        25.948      0.077        25.025      0.072        24.978      0.078        24.655       0.062         24.453       0.074         98.993       -99.0         24.062       0.034         23.924       0.036         24.074     0.185       98.997     -99.0       23.59      0.101       23.868     0.089       99.0       -99.0       25.644     2.37        0      0.0   
  24348   1.037     28.038   1.042     28.185    0.307      26.346      0.422        24.48       0.049        23.06       0.03         22.712      0.041        22.115       0.016         21.887       0.012         98.993       -99.0         21.32        0.004         20.925       0.004         20.393     0.006       98.997     -99.0       19.905     0.004       20.196     0.003       20.61      0.022       20.983     0.033       0      0.03  
  24354   1.012     25.699   0.118     25.569    0.045      25.208      0.112        24.193      0.028        23.343      0.028        23.149      0.034        22.671       0.019         22.511       0.016         98.993       -99.0         21.988       0.006         21.649       0.006         21.166     0.016       98.997     -99.0       20.56      0.009       20.808     0.008       21.215     0.05        21.219     0.05        0      0.0   
  24355   1.0428    23.987   0.028     23.935    0.015      23.656      0.03         23.418      0.012        22.865      0.016        22.73       0.016        22.477       0.015         22.352       0.026         98.993       -99.0         22.159       0.013         22.047       0.015         22.182     0.038       98.997     -99.0       21.228     0.02        21.799     0.024       22.367     0.186       22.767     0.278       0      0.02  
  24372   1.038     26.744   0.43      26.992    0.19       26.12       0.473        24.238      0.054        22.81       0.032        22.53       0.034        21.953       0.018         21.749       0.014         98.993       -99.0         21.137       0.005         20.755       0.005         20.332     0.01        98.997     -99.0       19.775     0.004       20.042     0.003       20.397     0.021       20.71      0.029       0      0.0   
  24389   1.04419   24.746   0.041     24.77     0.019      24.718      0.053        24.589      0.024        24.138      0.034        24.145      0.066        23.815       0.031         23.803       0.025         98.993       -99.0         23.665       0.014         23.612       0.016         23.418     0.074       98.997     -99.0       23.158     0.064       23.434     0.056       23.713     0.35        25.358     1.649       0      0.0   
  24408   1.002     28.395   1.251     98.967    -99.0      27.336      0.57         26.157      0.119        24.759      0.071        24.702      0.096        24.005       0.044         23.845       0.037         98.993       -99.0         23.377       0.016         23.081       0.015         22.863     0.054       98.997     -99.0       22.547     0.037       22.843     0.034       23.37      0.261       23.47      0.302       0      0.0   
  24497   1.031     19.909   0.0       19.862    0.002      20.028      0.004        19.934      0.002        19.743      0.003        19.864      0.004        19.536       0.003         19.589       0.003         98.993       -99.0         19.397       0.001         19.399       0.002         18.947     0.002       98.997     -99.0       18.128     0.001       17.765     0.0         17.288     0.001       16.902     0.001       0      0.64  
  24511   1.037     24.559   0.043     24.518    0.02       24.534      0.063        24.046      0.024        23.37       0.025        23.226      0.026        22.852       0.021         22.788       0.014         98.993       -99.0         22.484       0.007         22.33        0.007         22.063     0.056       98.997     -99.0       21.51      0.016       21.75      0.013       21.896     0.074       21.963     0.082       0      0.0   
  24720   1.071     24.652   0.037     24.688    0.02       24.562      0.035        24.347      0.02         23.947      0.026        23.844      0.031        23.521       0.023         23.436       0.019         98.993       -99.0         23.343       0.01          23.111       0.01          23.166     0.094       98.997     -99.0       23.223     0.069       24.03      0.1         99.0       -99.0       99.0       -99.0       0      0.02  
  24779   1.037     25.002   0.057     25.02     0.028      24.61       0.095        23.472      0.021        22.452      0.019        22.247      0.022        21.676       0.012         21.518       0.009         98.993       -99.0         20.937       0.003         20.568       0.003         20.016     0.005       98.997     -99.0       19.444     0.002       19.684     0.002       20.046     0.013       20.256     0.017       0      0.03  
  24785   1.091     24.79    0.044     24.781    0.021      24.687      0.058        24.678      0.028        24.27       0.04         24.257      0.056        23.95        0.035         23.812       0.026         98.993       -99.0         23.769       0.016         23.681       0.018         23.534     0.092       98.997     -99.0       23.208     0.065       23.511     0.06        24.489     0.674       24.518     0.737       0      0.0   
  24786   1.043     24.899   0.05      24.867    0.024      24.594      0.045        24.433      0.028        23.885      0.031        23.839      0.04         23.549       0.03          23.516       0.026         98.993       -99.0         23.371       0.015         23.207       0.015         23.193     0.134       98.997     -99.0       21.715     0.018       21.387     0.009       21.182     0.036       20.386     0.018       0      0.0   
  24814   1.021     24.345   0.028     24.363    0.016      24.329      0.033        24.084      0.017        23.598      0.021        23.546      0.027        23.328       0.02          23.186       0.015         98.993       -99.0         22.977       0.008         22.981       0.009         22.701     0.064       98.997     -99.0       22.309     0.027       22.612     0.023       22.668     0.12        23.349     0.237       0      0.01  
  24851   1.0401    26.044   0.169     25.949    0.049      26.108      0.131        25.611      0.056        24.844      0.052        24.798      0.065        24.587       0.052         24.4         0.03          98.993       -99.0         24.037       0.014         23.923       0.015         23.698     0.231       98.997     -99.0       22.975     0.077       23.274     0.067       23.53      0.367       23.463     0.389       0      0.16  
  24862   1.016     29.431   3.121     30.504    3.51       28.728      1.805        26.215      0.128        24.986      0.079        24.397      0.054        24.12        0.046         23.926       0.028         98.993       -99.0         23.282       0.01          22.848       0.008         22.153     0.083       98.997     -99.0       21.487     0.014       21.699     0.011       21.984     0.069       22.241     0.094       0      0.0   
  24943   1.021     24.721   0.045     24.761    0.023      24.581      0.073        23.817      0.027        22.93       0.022        22.761      0.027        22.329       0.017         22.252       0.013         98.993       -99.0         21.875       0.006         21.665       0.006         21.384     0.045       98.997     -99.0       20.812     0.008       21.096     0.007       21.405     0.045       21.427     0.049       0      0.0   
  25028   1.057     25.214   0.071     25.219    0.032      25.002      0.07         24.634      0.036        23.898      0.034        23.811      0.05         23.421       0.029         23.306       0.021         98.993       -99.0         23.124       0.011         23.011       0.012         23.081     0.132       98.997     -99.0       22.636     0.052       22.904     0.046       23.574     0.372       23.371     0.333       0      0.0   
  25037   1.046     25.19    0.067     25.177    0.029      25.009      0.082        24.426      0.032        23.613      0.033        23.477      0.032        23.139       0.029         22.995       0.026         98.993       -99.0         22.568       0.011         22.345       0.011         21.913     0.035       98.997     -99.0       21.143     0.006       21.284     0.004       21.485     0.05        21.428     0.05        0      0.0   
  25060   1.041     27.843   0.908     28.53     0.567      26.909      0.622        24.474      0.046        22.969      0.026        22.629      0.02         22.022       0.016         21.765       0.009         98.993       -99.0         21.232       0.003         20.881       0.003         20.483     0.008       98.997     -99.0       19.978     0.002       20.221     0.001       20.656     0.021       21.121     0.033       0      0.03  
  25120   1.072     25.23    0.068     25.227    0.028      25.11       0.097        24.334      0.032        23.45       0.032        23.219      0.026        22.797       0.023         22.769       0.025         98.993       -99.0         22.277       0.01          22.014       0.01          21.479     0.024       98.997     -99.0       20.78      0.005       20.886     0.004       21.119     0.032       20.993     0.029       0      0.0   
  25137   1.018     24.493   0.043     24.511    0.021      24.217      0.057        23.847      0.029        23.104      0.027        22.943      0.048        22.607       0.022         22.612       0.019         98.993       -99.0         22.306       0.009         22.192       0.01          22.308     0.095       98.997     -99.0       21.756     0.025       22.102     0.024       22.403     0.139       22.641     0.187       0      0.0   
  25206   1.042     24.975   0.074     24.883    0.033      24.334      0.1          23.067      0.024        21.731      0.013        21.452      0.017        20.846       0.008         20.65        0.006         98.993       -99.0         20.064       0.002         19.684       0.002         98.997     -99.0       98.997     -99.0       18.546     0.001       18.8       0.001       19.173     0.006       19.491     0.009       0      0.03  
  25211   1.03      25.069   0.057     25.058    0.026      24.956      0.061        24.803      0.034        24.277      0.041        24.263      0.053        23.925       0.038         23.873       0.029         98.993       -99.0         23.705       0.016         23.638       0.018         23.242     0.175       98.997     -99.0       23.129     0.072       23.387     0.063       24.12      0.543       24.845     1.126       0      0.0   
  25246   1.068     23.744   0.016     23.678    0.011      24.126      0.039        23.317      0.012        22.744      0.015        22.57       0.014        22.185       0.013         21.9         0.019         98.993       -99.0         21.557       0.008         21.372       0.008         21.036     0.011       98.997     -99.0       20.497     0.003       20.734     0.002       21.193     0.035       22.067     0.082       0      0.03  
