# ID_0    tau_v16_0   tau_v50_0   tau_v84_0   sSFR16_0   sSFR50_0   sSFR84_0   Mstar16_0   Mstar50_0   Mstar84_0   Ldust16_0   Ldust50_0   Ldust84_0   Mdust16_0   Mdust50_0   Mdust84_0   SFR16_0   SFR50_0   SFR84_0   age_M16_0   age_M50_0   age_M84_0   A_V16_0   A_V50_0   A_V84_0   Tdust16_0   Tdust50_0   Tdust84_0   tau_v16_agn   tau_v50_agn   tau_v84_agn   sSFR16_agn   sSFR50_agn   sSFR84_agn   Mstar16_agn   Mstar50_agn   Mstar84_agn   Ldust16_agn   Ldust50_agn   Ldust84_agn   Mdust16_agn   Mdust50_agn   Mdust84_agn   SFR16_agn   SFR50_agn   SFR84_agn   age_M16_agn   age_M50_agn   age_M84_agn   A_V16_agn   A_V50_agn   A_V84_agn   Tdust16_agn   Tdust50_agn   Tdust84_agn   agnf16_agn   agnf50_agn   agnf84_agn   Ldustsf16_agn   Ldustsf50_agn   Ldustsf84_agn   Ldustagn16_agn   Ldustagn50_agn   Ldustagn84_agn  
  23316   2.663       3.913       6.813       -9.525     -9.325     -9.225     10.1        10.16       10.21       10.86       11.02       11.06       6.712       7.182       7.772       0.662     0.827     0.892     9.072       9.162       9.282       1.388     1.638     1.713     32.75       39.65       48.35       1.988         3.563         6.488         -10.07       -9.675       -9.425       10.07         10.13         10.21         10.37         10.7          10.9          6.317         6.867         7.492         0.067       0.462       0.712       9.077         9.232         9.377         0.663       1.163       1.488       32.25         38.75         46.45         0.012        0.053        0.168        10.29           10.68           10.89           8.912            9.412            9.672           
  23351   2.538       2.538       2.538       -8.825     -8.825     -8.825     9.597       9.597       9.597       10.93       10.93       10.93       6.567       6.927       7.142       0.772     0.772     0.772     8.657       8.657       8.657       1.413     1.413     1.413     37.75       42.15       43.35       0.788         1.063         2.388         -9.725       -9.625       -9.575       9.537         9.582         9.632         10.23         10.27         10.37         6.002         6.272         6.877         -0.128      -0.098      0.022       9.122         9.197         9.387         0.363       0.388       0.588       33.75         40.55         49.45         0.279        0.375        0.449        9.982           10.02           10.21           9.782            9.862            9.922           
  23441   4.763       7.613       10.063      -9.125     -9.075     -8.875     10.24       10.31       10.36       11.34       11.41       11.5        6.942       7.432       7.972       1.217     1.262     1.357     8.837       9.027       9.112       1.788     1.913     2.063     35.05       43.25       53.75       2.513         4.288         8.838         -9.825       -9.475       -9.225       10.25         10.33         10.41         10.84         11.08         11.27         6.652         7.192         7.792         0.522       0.882       1.142       9.002         9.162         9.337         0.988       1.363       1.763       32.75         39.95         48.95         0.046        0.118        0.245        10.73           11.02           11.25           9.882            10.11            10.3            
  23451   2.763       2.763       6.263       -8.375     -8.175     -8.125     9.157       9.157       9.377       10.86       11.05       11.19       6.547       7.047       7.557       0.862     1.022     1.142     8.002       8.017       9.147       0.938     1.188     1.413     35.95       45.65       57.85       0.363         0.838         2.163         -9.275       -9.025       -8.675       9.237         9.332         9.417         10.03         10.27         10.56         6.002         6.227         6.807         0.127       0.307       0.577       8.592         8.887         9.087         0.163       0.313       0.613       36.15         46.95         59.75         0.043        0.099        0.224        9.952           10.21           10.53           9.057            9.222            9.497           
  23482   0.363       0.363       1.338       -8.925     -8.825     -8.375     9.647       9.832       9.877       10.74       10.74       11.18       6.297       6.857       7.402       0.977     0.977     1.287     8.357       8.877       8.877       0.238     0.238     0.513     36.65       48.15       61.55       0.338         0.463         1.538         -8.925       -8.825       -8.475       9.677         9.762         9.887         10.73         10.87         11.14         6.247         6.812         7.352         0.927       0.987       1.202       8.367         8.662         8.877         0.163       0.238       0.438       36.85         48.55         62.05         0.021        0.078        0.2          10.67           10.75           11.12           9.237            9.807            10.24           
  23491   5.088       5.088       5.088       -9.725     -9.725     -9.725     9.972       9.972       9.972       10.66       10.66       10.66       6.497       6.987       7.672       0.257     0.257     0.257     9.052       9.052       9.052       1.613     1.613     1.613     28.25       34.95       40.35       0.288         2.088         3.813         -10.97       -10.52       -10.17       9.692         9.882         9.947         9.162         10.02         10.29         6.002         6.097         6.872         -1.128      -0.618      -0.228      9.162         9.342         9.482         0.088       0.713       1.038       29.45         35.55         41.35         0.013        0.063        0.28         9.067           9.997           10.28           8.122            8.617            8.997           
  23570   4.163       4.163       4.163       -8.325     -8.325     -8.325     9.167       9.172       9.172       10.38       10.38       10.38       6.212       6.687       7.347       0.857     0.857     0.862     8.172       8.172       8.172       0.613     0.613     0.613     29.15       35.85       42.25       0.213         0.588         2.663         -9.275       -8.925       -8.325       9.172         9.362         9.457         9.867         10.26         10.54         6.002         6.192         6.837         0.182       0.397       0.837       8.247         8.862         9.097         0.088       0.238       0.613       35.25         46.25         61.35         0.008        0.032        0.107        9.822           10.24           10.53           8.277            8.732            8.992           
  23579   2.838       2.913       5.013       -10.77     -10.77     -10.67     10.3        10.35       10.61       10.29       10.34       10.63       6.247       6.757       7.412       -0.478    -0.433    -0.143    9.232       9.282       9.562       0.713     0.763     1.213     28.05       34.25       39.95       1.288         2.163         4.213         -10.97       -10.87       -10.77       10.11         10.26         10.38         9.947         10.11         10.33         6.002         6.412         7.097         -0.733      -0.658      -0.483      9.087         9.232         9.452         0.313       0.513       0.738       27.95         34.05         39.55         0.017        0.061        0.157        9.872           10.08           10.31           8.447            8.902            9.272           
  23685   0.513       1.313       2.138       -8.675     -8.525     -8.225     9.332       9.372       9.457       10.57       10.78       11.06       6.212       6.792       7.377       0.737     0.862     1.052     8.247       8.452       8.607       0.188     0.363     0.688     37.05       49.15       60.95       0.113         0.263         0.463         -9.175       -9.025       -8.775       9.452         9.532         9.562         9.872         10.28         10.57         6.002         6.132         6.757         0.417       0.527       0.697       8.632         8.822         8.982         0.038       0.113       0.263       36.75         48.85         62.35         0.01         0.036        0.129        9.837           10.27           10.56           8.397            8.797            9.062           
  23720   0.688       1.238       2.163       -8.975     -8.675     -8.525     8.997       9.027       9.107       10.01       10.26       10.47       6.002       6.267       6.817       0.137     0.317     0.477     8.467       8.592       8.787       0.313     0.488     0.788     35.95       46.45       58.95       0.513         0.788         1.788         -9.075       -8.875       -8.675       8.997         9.057         9.112         9.862         10.08         10.32         6.002         6.082         6.642         0.027       0.157       0.337       8.562         8.772         8.912         0.188       0.363       0.588       36.15         46.95         59.45         0.007        0.031        0.1          9.842           10.05           10.3            8.002            8.587            9.027           
  23751   2.963       2.963       2.963       -9.125     -9.125     -9.125     11.2        11.2        11.2        12.13       12.13       12.13       7.817       8.292       8.847       2.052     2.052     2.052     8.862       8.862       8.862       1.538     1.538     1.538     33.65       41.35       51.05       2.588         2.588         2.588         -9.825       -9.825       -9.825       11.24         11.27         11.28         11.67         11.7          11.71         7.377         7.867         8.547         1.417       1.432       1.442       8.972         9.012         9.012         0.963       0.963       0.963       30.65         38.15         43.35         0.006        0.03         0.034        11.67           11.68           11.7            9.232            10.17            10.21           
  23761   6.563       11.388      11.388      -9.825     -9.725     -9.725     10.53       10.53       10.72       11.08       11.08       11.22       6.897       7.372       7.997       0.817     0.817     0.922     8.987       8.987       9.297       1.488     1.488     1.738     31.15       37.35       44.25       2.638         5.013         9.263         -10.37       -10.07       -9.775       10.56         10.68         10.76         10.76         11.02         11.19         6.712         7.237         7.867         0.272       0.622       0.877       9.127         9.297         9.417         0.963       1.413       1.713       30.55         36.45         42.75         0.009        0.041        0.13         10.72           11.0            11.17           9.062            9.617            9.982           
  23795   0.663       0.663       0.663       -10.72     -10.72     -10.72     10.66       10.66       10.66       10.25       10.28       10.28       6.047       6.522       7.172       -0.063    -0.063    -0.063    9.577       9.577       9.577       0.288     0.338     0.338     29.95       36.35       42.75       0.413         0.588         1.713         -10.87       -10.72       -10.52       10.48         10.6          10.69         9.882         10.11         10.35         6.002         6.312         6.977         -0.243      -0.123      0.027       9.367         9.537         9.627         0.088       0.238       0.338       31.25         37.75         45.25         0.015        0.063        0.186        9.827           10.07           10.28           8.342            8.912            9.317           
  23817   3.213       3.213       5.188       -8.075     -7.975     -7.975     8.987       8.987       9.072       10.7        10.71       11.03       6.432       6.887       7.457       0.982     1.002     1.007     7.942       8.137       8.137       0.813     0.813     1.013     33.75       41.25       51.85       0.313         0.463         0.988         -8.825       -8.625       -8.375       8.997         9.067         9.162         10.11         10.29         10.58         6.002         6.272         6.827         0.322       0.447       0.647       8.272         8.487         8.737         0.113       0.188       0.438       36.05         47.95         62.25         0.015        0.04         0.079        10.08           10.27           10.57           8.662            8.857            9.082           
  23844   0.738       1.538       1.538       -8.675     -8.325     -8.325     9.367       9.367       9.412       10.46       10.46       10.46       6.282       6.772       7.492       0.747     1.052     1.052     8.442       8.442       8.577       0.413     0.438     0.438     27.15       34.95       41.15       0.038         0.138         0.413         -9.275       -9.275       -8.975       9.537         9.602         9.662         9.367         9.947         10.39         6.002         6.002         6.502         0.307       0.382       0.562       8.857         8.947         9.092         0.013       0.063       0.188       36.55         48.65         63.05         0.005        0.027        0.122        9.337           9.922           10.38           8.002            8.307            8.707           
  23851   0.938       0.938       1.063       -8.475     -8.475     -8.375     8.742       8.772       8.772       10.16       10.16       10.29       6.002       6.047       6.562       0.287     0.292     0.367     8.272       8.397       8.397       0.263     0.263     0.388     37.15       49.45       63.35       0.213         0.388         0.938         -8.925       -8.675       -8.475       8.767         8.837         8.942         9.712         9.947         10.16         6.002         6.002         6.327         0.032       0.137       0.292       8.397         8.582         8.812         0.088       0.138       0.288       37.35         50.05         64.15         0.006        0.026        0.073        9.697           9.932           10.16           8.002            8.312            8.662           
  23855   6.813       6.813       6.813       -8.825     -8.825     -8.825     10.13       10.13       10.14       11.51       11.51       11.51       7.072       7.572       8.072       1.322     1.322     1.322     9.132       9.132       9.132       2.088     2.088     2.088     35.45       45.05       56.85       2.313         4.188         8.138         -9.625       -9.325       -9.025       9.962         10.06         10.14         10.67         10.89         11.1          6.467         7.007         7.607         0.447       0.742       0.997       8.867         9.137         9.297         0.913       1.338       1.713       33.55         41.25         50.75         0.066        0.128        0.236        10.56           10.84           11.07           9.877            9.997            10.08           
  23882   3.713       3.888       4.738       -9.225     -9.125     -9.075     9.572       9.607       9.707       10.47       10.69       10.7        6.217       6.717       7.262       0.422     0.542     0.597     9.037       9.137       9.207       1.138     1.413     1.463     34.65       43.45       54.65       1.363         2.813         5.388         -9.825       -9.425       -9.225       9.522         9.612         9.682         9.972         10.29         10.5          6.002         6.377         6.977         -0.218      0.187       0.402       8.987         9.172         9.332         0.463       0.888       1.213       33.75         41.85         51.65         0.022        0.071        0.205        9.887           10.25           10.48           8.712            9.142            9.372           
  23903   2.313       2.313       2.313       -8.025     -8.025     -7.975     8.797       8.797       8.797       10.82       10.82       10.83       6.082       6.647       7.147       0.782     0.782     0.787     7.737       7.817       7.817       0.738     0.738     0.738     37.25       48.25       61.45       0.213         0.363         0.988         -8.675       -8.425       -8.175       8.797         8.877         9.002         10.04         10.23         10.6          6.002         6.097         6.682         0.317       0.452       0.647       8.047         8.392         8.637         0.113       0.163       0.438       36.55         48.25         63.15         0.035        0.119        0.249        9.937           10.16           10.59           8.987            9.337            9.517           
  23927   2.988       4.188       8.013       -9.225     -9.125     -9.125     10.22       10.28       10.34       11.09       11.22       11.3        6.857       7.337       7.892       1.032     1.147     1.217     8.887       8.972       9.107       1.138     1.313     1.413     33.95       42.05       52.05       1.388         2.763         5.963         -9.925       -9.475       -9.225       10.22         10.31         10.37         10.57         10.96         11.19         6.492         7.062         7.682         0.397       0.832       1.077       8.972         9.162         9.327         0.463       0.938       1.288       33.35         40.85         50.65         0.013        0.05         0.17         10.48           10.93           11.18           9.162            9.642            9.942           
  23941   3.663       5.188       5.188       -8.075     -8.075     -8.025     9.062       9.072       9.092       11.03       11.04       11.2        6.632       7.117       7.597       0.977     0.987     1.112     7.807       7.902       7.942       1.013     1.013     1.288     35.95       45.45       58.35       0.213         0.513         1.038         -9.125       -8.775       -8.475       9.012         9.112         9.202         9.797         10.27         10.55         6.002         6.172         6.797         0.137       0.362       0.592       8.357         8.627         8.807         0.038       0.263       0.463       35.65         46.35         60.15         0.035        0.074        0.239        9.607           10.24           10.54           8.992            9.107            9.302           
  24066   4.188       4.188       4.188       -7.925     -7.925     -7.925     8.792       8.792       8.792       11.0        11.0        11.0        6.472       6.977       7.457       0.862     0.862     0.862     7.647       7.647       7.647       1.063     1.063     1.063     36.05       45.75       58.25       0.138         0.313         0.713         -8.575       -8.375       -8.075       8.642         8.742         8.797         9.877         10.15         10.44         6.002         6.002         6.547         0.247       0.357       0.557       8.122         8.322         8.602         0.038       0.138       0.263       35.95         47.85         62.75         0.085        0.217        0.415        9.752           10.04           10.36           9.077            9.487            9.742           
  24130   1.188       1.188       6.688       -10.47     -10.27     -10.07     10.72       10.83       10.86       10.78       10.79       11.23       6.672       7.182       7.817       0.387     0.432     0.777     9.122       9.197       9.352       0.538     0.563     1.188     29.95       36.15       42.35       0.688         1.338         2.838         -10.92       -10.52       -10.32       10.72         10.85         10.93         10.49         10.73         10.96         6.367         6.927         7.592         -0.098      0.252       0.457       9.172         9.352         9.547         0.213       0.463       0.738       29.85         35.95         42.05         0.031        0.125        0.326        10.31           10.65           10.94           9.267            9.842            10.11           
  24144   2.888       3.888       3.888       -8.525     -8.525     -8.275     9.097       9.252       9.257       10.76       10.76       10.89       6.462       6.947       7.487       0.712     0.712     0.812     8.172       8.912       8.912       0.988     0.988     1.138     34.15       43.45       54.95       0.363         0.763         1.538         -9.375       -9.075       -8.825       9.182         9.242         9.322         9.827         10.13         10.37         6.002         6.112         6.692         -0.018      0.177       0.372       8.727         8.912         9.102         0.138       0.288       0.513       35.95         46.55         59.15         0.016        0.044        0.106        9.772           10.11           10.36           8.452            8.732            8.977           
  24185   8.963       8.963       8.963       -8.975     -8.975     -8.975     10.56       10.56       10.56       11.66       11.66       11.66       7.222       7.717       8.247       1.597     1.602     1.602     9.332       9.332       9.332       1.288     1.288     1.288     34.75       43.85       54.85       0.563         1.188         2.613         -9.825       -9.425       -9.125       10.22         10.32         10.4          10.56         10.91         11.16         6.287         6.892         7.502         0.547       0.907       1.117       8.957         9.157         9.322         0.188       0.413       0.713       34.65         44.15         56.45         0.037        0.114        0.272        10.44           10.86           11.14           9.622            9.887            10.16           
  24257   2.588       2.888       2.888       -8.475     -8.375     -8.325     9.402       9.447       9.472       10.91       11.07       11.11       6.597       7.112       7.627       0.957     1.107     1.107     8.197       8.277       8.357       0.663     0.863     0.938     35.85       46.45       59.15       0.313         0.613         1.688         -9.275       -9.025       -8.675       9.497         9.597         9.677         10.21         10.48         10.77         6.002         6.422         7.007         0.392       0.577       0.822       8.592         8.877         9.082         0.113       0.263       0.513       36.45         47.85         60.85         0.022        0.067        0.156        10.11           10.46           10.75           8.987            9.252            9.517           
  24313   0.988       0.988       0.988       -9.325     -9.325     -9.325     9.992       9.992       9.992       10.73       10.73       10.73       6.427       6.937       7.527       0.662     0.662     0.662     9.072       9.072       9.072       0.363     0.363     0.363     33.75       42.05       52.75       0.988         0.988         0.988         -9.325       -9.325       -9.325       9.992         9.992         9.992         10.73         10.73         10.73         6.402         6.862         7.492         0.657       0.662       0.662       9.072         9.072         9.072         0.363       0.363       0.363       34.25         42.45         53.35         0.001        0.004        0.011        10.72           10.73           10.73           8.002            8.172            8.727           
  24316   2.938       6.038       8.763       -8.775     -8.625     -8.475     10.21       10.26       10.33       11.54       11.65       11.79       7.322       7.822       8.367       1.512     1.627     1.742     8.402       8.632       8.792       1.063     1.263     1.463     34.55       43.55       54.95       0.888         1.738         4.013         -9.575       -9.175       -8.875       10.23         10.31         10.4          10.85         11.18         11.43         6.667         7.257         7.847         0.847       1.142       1.407       8.752         8.972         9.207         0.338       0.638       1.013       34.05         42.85         54.25         0.013        0.048        0.149        10.78           11.16           11.42           9.457            9.837            10.1            
  24336   0.788       2.088       2.088       -9.725     -9.725     -9.725     9.237       9.292       9.292       9.637       9.672       9.672       6.002       6.002       6.542       -0.473    -0.453    -0.448    9.292       9.387       9.387       0.363     0.363     0.363     35.85       38.45       50.25       0.013         0.013         0.013         -10.62       -10.62       -10.62       8.907         8.907         8.912         8.002         8.002         8.002         6.002         6.002         6.002         -1.698      -1.693      -1.693      8.767         8.767         8.767         0.013       0.013       0.013       31.45         37.55         44.45         0.033        0.188        0.425        8.002           8.002           8.002           8.002            8.002            8.002           
  24348   1.888       1.888       1.888       -10.72     -10.72     -10.72     10.96       10.96       10.96       11.09       11.09       11.09       6.457       6.997       7.492       0.262     0.262     0.262     9.537       9.537       9.537       0.388     0.388     0.388     37.35       49.85       63.85       1.888         1.888         1.888         -10.72       -10.72       -10.72       10.96         10.96         10.96         11.09         11.1          11.11         6.422         6.897         7.427         0.252       0.257       0.262       9.537         9.537         9.537         0.388       0.388       0.388       38.25         50.45         64.85         0.006        0.023        0.059        11.08           11.09           11.09           8.802            9.457            9.872           
  24354   2.138       5.363       10.038      -9.175     -9.025     -8.825     10.42       10.48       10.55       11.42       11.59       11.69       7.252       7.732       8.287       1.337     1.487     1.607     8.802       8.882       9.137       1.638     1.938     2.088     33.85       41.95       51.95       2.563         4.913         9.388         -9.475       -9.225       -8.975       10.43         10.5          10.57         11.23         11.41         11.58         7.067         7.567         8.152         1.087       1.287       1.472       8.862         9.077         9.227         1.338       1.638       1.938       33.45         40.95         50.35         0.005        0.019        0.055        11.21           11.4            11.58           9.172            9.697            10.04           
  24355   0.813       1.188       1.538       -8.725     -8.575     -8.425     9.632       9.717       9.747       10.96       11.16       11.25       6.767       7.252       7.852       1.022     1.152     1.247     8.342       8.487       8.602       0.513     0.738     0.838     36.25       45.75       57.75       0.563         0.763         1.388         -9.075       -8.925       -8.725       9.707         9.772         9.822         10.56         10.75         10.96         6.242         6.807         7.347         0.732       0.842       1.012       8.592         8.782         8.912         0.188       0.363       0.563       35.65         46.85         59.45         0.003        0.011        0.034        10.55           10.74           10.96           8.227            8.807            9.197           
  24372   4.213       4.213       4.213       -10.42     -10.42     -10.42     11.01       11.01       11.01       11.35       11.36       11.36       7.147       7.632       8.327       0.577     0.577     0.577     9.127       9.127       9.127       1.588     1.588     1.588     27.65       33.95       39.55       1.913         3.238         3.238         -10.87       -10.87       -10.87       10.74         10.74         10.75         10.7          10.76         10.83         6.437         6.942         7.627         -0.128      -0.113      -0.108      9.137         9.137         9.137         0.538       0.538       0.538       28.05         34.05         39.75         0.087        0.211        0.357        10.65           10.67           10.67           9.687            10.08            10.34           
  24389   0.313       0.313       0.313       -9.025     -9.025     -9.025     9.202       9.207       9.207       9.997       9.997       9.997       6.417       6.867       6.867       0.162     0.162     0.162     9.027       9.027       9.027       0.188     0.188     0.188     50.25       50.25       50.25       0.063         0.313         0.313         -9.175       -9.025       -9.025       9.137         9.202         9.202         9.272         9.992         9.997         6.002         6.102         6.107         -0.048      0.157       0.162       8.982         9.027         9.027         0.013       0.188       0.188       39.15         39.15         51.85         0.002        0.002        0.006        9.267           9.992           9.997           8.002            8.002            8.002           
  24408   1.763       1.763       1.763       -10.57     -10.57     -10.57     9.637       9.642       9.642       9.792       9.792       9.792       6.002       6.037       6.682       -0.913    -0.913    -0.913    8.887       8.887       8.887       0.638     0.638     0.638     29.05       34.95       40.65       0.263         0.413         0.813         -11.17       -11.07       -10.87       9.517         9.627         9.662         9.162         9.327         9.507         6.002         6.002         6.002         -1.568      -1.438      -1.183      9.037         9.202         9.262         0.113       0.138       0.188       28.95         35.05         40.75         0.307        0.496        0.649        8.902           9.047           9.162           8.702            8.977            9.247           
  24497   2.688       2.688       2.688       -8.025     -8.025     -8.025     10.45       10.45       10.45       12.96       12.96       12.96       8.352       8.997       8.997       2.437     2.437     2.437     8.162       8.162       8.162       1.563     1.563     1.563     37.15       37.15       49.35       0.113         0.438         1.313         -8.625       -8.425       -7.925       10.23         10.59         10.66         12.33         12.41         12.68         7.097         7.792         8.507         2.002       2.182       2.302       7.757         8.492         9.177         0.063       0.213       0.613       37.65         49.85         64.15         0.379        0.723        0.872        11.41           11.82           12.47           12.24            12.26            12.29           
  24511   3.113       5.638       5.638       -8.325     -8.325     -8.175     9.672       9.727       9.757       11.46       11.47       11.51       7.047       7.542       8.037       1.432     1.437     1.482     8.027       8.192       8.227       1.513     1.538     1.538     35.55       45.05       56.95       0.888         2.088         4.913         -10.12       -9.225       -8.875       9.797         9.902         10.01         10.35         10.73         11.04         6.172         6.792         7.417         -0.183      0.662       0.982       8.732         8.917         9.182         0.313       0.688       1.188       32.85         40.85         53.45         0.034        0.126        0.276        10.23           10.66           11.02           9.492            9.657            10.01           
  24572   0.113       0.113       0.113       -7.975     -7.975     -7.975     8.192       8.192       8.192       9.892       9.892       9.892       6.002       6.002       6.262       0.192     0.192     0.192     7.792       7.792       7.792       0.088     0.088     0.088     37.45       50.15       64.25       0.113         0.113         0.113         -7.975       -7.975       -7.975       8.137         8.172         8.192         9.872         9.887         10.25         6.002         6.002         6.187         0.142       0.172       0.192       7.792         7.792         7.792         0.088       0.088       0.088       37.55         50.05         65.65         0.039        0.071        0.555        9.842           9.872           9.892           8.472            8.717            9.987           
  24720   0.613       0.613       2.788       -9.125     -9.125     -8.725     9.267       9.377       9.377       10.11       10.11       10.55       6.002       6.192       6.752       0.232     0.232     0.527     8.642       9.147       9.147       0.113     0.113     0.463     36.55       47.95       61.55       0.613         0.613         2.788         -9.125       -9.125       -8.725       9.202         9.367         9.377         10.11         10.14         10.55         6.002         6.212         6.787         0.232       0.232       0.522       8.592         9.147         9.147         0.113       0.113       0.463       36.35         48.05         61.05         0.004        0.025        0.081        10.1            10.11           10.54           8.002            8.642            9.182           
  24779   4.788       5.588       10.013      -9.325     -8.925     -8.925     11.06       11.11       11.11       11.95       11.95       12.01       7.752       8.237       8.872       1.792     2.197     2.202     9.017       9.087       9.137       1.963     2.113     2.113     30.45       37.05       44.45       3.013         5.238         10.013        -9.775       -9.525       -9.275       11.0          11.07         11.14         11.58         11.76         11.96         7.472         7.982         8.592         1.297       1.527       1.802       9.047         9.152         9.312         1.363       1.663       1.988       32.05         38.75         46.45         0.004        0.014        0.048        11.56           11.75           11.95           9.347            9.932            10.33           
  24785   0.088       0.088       0.313       -9.075     -9.075     -8.825     9.062       9.097       9.102       9.452       9.452       9.987       6.002       6.002       6.122       0.032     0.032     0.252     8.777       8.812       8.847       0.038     0.038     0.113     37.35       50.05       64.15       0.013         0.088         0.313         -9.125       -9.075       -8.825       9.062         9.097         9.142         8.912         9.482         9.987         6.002         6.002         6.007         0.032       0.042       0.252       8.777         8.812         8.847         0.013       0.038       0.113       37.95         50.95         64.75         0.006        0.027        0.103        8.777           9.452           9.982           8.002            8.002            8.432           
  24786   5.563       5.563       5.563       -8.025     -8.025     -8.025     9.432       9.432       9.432       11.95       11.95       11.95       7.982       7.982       7.982       1.412     1.412     1.412     7.697       7.697       7.697       2.713     2.713     2.713     37.15       37.15       37.15       0.888         1.213         2.638         -8.675       -8.375       -8.225       9.077         9.152         9.222         11.0          11.08         11.2          6.247         6.782         7.357         0.512       0.752       0.907       8.062         8.317         8.572         0.413       0.738       0.963       35.55         45.45         57.15         0.437        0.584        0.714        10.45           10.69           10.95           10.82            10.85            10.87           
  24814   1.888       2.013       4.163       -8.275     -8.225     -8.175     9.182       9.242       9.247       10.91       10.94       10.98       6.482       6.977       7.452       0.952     1.012     1.012     8.042       8.622       8.622       0.813     0.813     0.863     36.25       47.75       59.15       0.138         0.313         0.588         -9.375       -9.125       -8.875       9.392         9.492         9.572         9.782         10.13         10.46         6.002         6.037         6.652         0.212       0.372       0.592       8.757         9.027         9.112         0.063       0.138       0.363       36.65         48.45         62.25         0.015        0.057        0.145        9.702           10.11           10.46           8.502            8.862            9.072           
  24851   3.663       3.988       3.988       -8.625     -8.625     -8.125     9.022       9.227       9.232       10.78       10.78       10.85       6.267       6.787       7.282       0.597     0.597     0.872     8.122       8.912       8.912       1.338     1.338     1.538     35.75       45.65       57.05       0.888         2.188         5.013         -10.22       -9.325       -8.925       9.177         9.282         9.392         9.607         10.05         10.42         6.002         6.127         6.772         -0.988      -0.043      0.327       8.727         8.927         9.182         0.313       0.738       1.288       32.15         39.95         51.75         0.032        0.138        0.316        9.467           9.972           10.4            8.882            9.012            9.377           
  24862   2.913       2.913       2.913       -10.87     -10.87     -10.87     10.45       10.45       10.45       10.64       10.64       10.64       6.432       6.892       7.537       -0.408    -0.408    -0.408    9.247       9.247       9.247       1.788     1.788     1.788     29.25       35.15       40.75       1.888         1.888         1.888         -10.72       -10.72       -10.72       10.15         10.16         10.16         10.41         10.42         10.44         6.002         6.127         6.622         -0.548      -0.543      -0.538      9.537         9.537         9.537         0.388       0.388       0.388       38.65         52.35         64.15         0.242        0.276        0.313        10.28           10.29           10.29           9.792            9.862            9.937           
  24943   3.363       4.338       6.463       -8.825     -8.675     -8.625     10.2        10.22       10.26       11.52       11.6        11.66       7.242       7.722       8.257       1.457     1.537     1.592     8.502       8.567       8.692       1.513     1.638     1.713     34.35       42.85       53.55       1.913         3.488         6.488         -9.425       -9.125       -8.875       10.21         10.28         10.34         11.0          11.3          11.49         6.872         7.412         8.007         0.847       1.202       1.407       8.702         8.917         9.137         0.788       1.213       1.488       33.55         41.35         51.15         0.013        0.043        0.119        10.94           11.28           11.48           9.532            9.922            10.15           
  25028   1.238       1.238       1.813       -8.675     -8.675     -8.525     9.387       9.422       9.422       10.83       10.83       10.9        6.432       6.927       7.462       0.762     0.767     0.862     8.507       8.562       8.562       0.913     0.913     0.988     34.75       43.55       54.15       0.388         1.363         1.988         -9.875       -9.675       -9.075       9.292         9.392         9.422         9.702         9.897         10.4          6.002         6.077         6.797         -0.448      -0.398      0.392       8.507         8.647         8.877         0.088       0.238       0.588       33.25         40.35         49.75         0.032        0.194        0.447        9.502           9.797           10.36           8.847            9.217            9.457           
  25037   3.513       6.088       7.538       -8.225     -8.175     -7.925     9.732       9.842       9.887       11.67       11.68       11.86       7.317       7.812       8.322       1.667     1.677     1.822     7.757       8.047       8.447       2.063     2.163     2.338     35.35       44.95       57.25       2.338         4.013         7.238         -9.425       -9.125       -8.775       10.0          10.09         10.18         10.91         11.09         11.33         6.672         7.207         7.782         0.737       0.977       1.262       8.702         8.987         9.187         0.913       1.263       1.663       34.05         42.45         52.95         0.064        0.128        0.219        10.81           11.03           11.31           10.09            10.2             10.29           
  25060   1.888       1.888       1.888       -10.72     -10.72     -10.72     10.95       10.95       10.95       11.07       11.07       11.08       6.447       6.977       7.492       0.247     0.247     0.247     9.537       9.537       9.537       0.388     0.388     0.388     37.55       50.85       64.45       1.888         1.888         1.888         -10.72       -10.72       -10.72       10.94         10.95         10.95         11.08         11.08         11.09         6.427         6.887         7.407         0.242       0.247       0.247       9.537         9.537         9.537         0.388       0.388       0.388       38.25         50.35         64.05         0.004        0.015        0.038        11.07           11.07           11.07           8.622            9.237            9.667           
  25120   4.163       6.213       6.813       -8.825     -8.375     -8.275     10.11       10.13       10.44       11.76       11.82       11.9        7.357       7.852       8.372       1.637     1.772     1.872     8.237       8.252       9.132       2.038     2.113     2.288     35.35       44.55       55.35       2.813         4.688         8.663         -9.375       -9.125       -8.775       10.24         10.32         10.41         11.18         11.35         11.59         6.957         7.482         8.062         0.987       1.217       1.517       8.682         8.942         9.152         1.113       1.463       1.963       33.65         41.75         51.85         0.043        0.099        0.191        11.09           11.31           11.57           10.19            10.34            10.47           
  25137   1.813       1.813       4.613       -8.575     -8.525     -8.525     9.697       9.702       9.757       11.25       11.25       11.27       6.947       7.432       7.957       1.182     1.187     1.192     8.402       8.402       8.482       1.088     1.088     1.188     34.05       42.95       54.05       0.913         1.513         3.238         -9.825       -9.125       -8.775       9.662         9.737         9.812         10.17         10.72         11.02         6.117         6.797         7.437         -0.168      0.632       0.962       8.467         8.812         8.982         0.188       0.563       0.913       33.25         41.15         51.95         0.01         0.042        0.185        10.07           10.71           11.01           8.892            9.297            9.532           
